unique_staying_id,study_id,location_id,Start Time,End Time,Day of Week,Time of Day,Surveyor Count,staying_microclimate,Temperature,staying_row_total,Group Size,Race Ethnicity,Gender,Age,sitting_formal_all,sitting_formal_public,Commercial Activity,commercial_buying,Eating Drinking,talking_to_others,sitting_informal,recreation_passive,standing,using_electronics,Active Recreation,leaning,living_public,commercial_observing,working_civic,staying_mobility_assist,Waiting for Transportation,Smoking,soliciting,sitting_formal_private,Conditions,commercial_selling,Intoxicated Disruptive Behavior,lying,Cultural Activity,Aggressive Disruptive Behavior,sitting_formal_commercial,commercial_selling_informal,Disruptive Behavior,Notes,sitting_formal_public_fixed,sitting_formal_public_fixed_1,sitting_formal_public_movable,subject_id,latitidue,longitude,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,waiting_non_public_transportation,recreation_active_play,recreation_passive_reading_writing,other,chance_encounter,year,month,day
78,2018_Seattle_Citywide,TUJ1,2018-08-01 08:35:00,2018-08-01 08:55:00,Weekday,Morning,UD4H,Heavy Clouds,61,1,1,B,Female,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
79,2018_Seattle_Citywide,TUJ1,2018-08-01 08:35:00,2018-08-01 08:55:00,Weekday,Morning,UD4H,Heavy Clouds,61,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
80,2018_Seattle_Citywide,TUJ1,2018-08-01 12:37:00,2018-08-01 12:57:00,Weekday,Midday,UD4H,Heavy Clouds,68,1,1,W,Male,45-64,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
81,2018_Seattle_Citywide,TUJ1,2018-08-01 12:37:00,2018-08-01 12:57:00,Weekday,Midday,UD4H,Heavy Clouds,68,1,1,B,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
82,2018_Seattle_Citywide,TUJ1,2018-08-01 12:37:00,2018-08-01 12:57:00,Weekday,Midday,UD4H,Heavy Clouds,68,1,1,L,Female,25-44,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
83,2018_Seattle_Citywide,TUJ1,2018-08-01 12:37:00,2018-08-01 12:57:00,Weekday,Midday,UD4H,Heavy Clouds,68,1,1,W,Male,15-24,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
84,2018_Seattle_Citywide,TUJ1,2018-08-01 12:37:00,2018-08-01 12:57:00,Weekday,Midday,UD4H,Heavy Clouds,68,1,1,W,Male,25-44,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
85,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,3,W,Female,45-64,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
86,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,3,W,Female,45-64,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
87,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,3,W,Female,5-14,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
88,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,2,A,Male,25-44,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
89,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,2,A,Female,5-14,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
90,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,2,W,Female,45-64,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
91,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,2,W,Male,5-14,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
92,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,2,W,Male,25-44,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
93,2018_Seattle_Citywide,TUJ1,2018-08-01 16:52:00,2018-08-01 17:12:00,Weekday,Evening,UD4H,Sun-Shaded,77,1,2,W,Female,25-44,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,1
94,2018_Seattle_Citywide,TUJ1,2018-08-03 08:40:00,2018-08-03 09:00:00,Weekday,Morning,UD4H,Light Rain,59,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
95,2018_Seattle_Citywide,TUJ1,2018-08-03 08:40:00,2018-08-03 09:00:00,Weekday,Morning,UD4H,Light Rain,59,1,1,L,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
96,2018_Seattle_Citywide,TUJ1,2018-08-03 08:40:00,2018-08-03 09:00:00,Weekday,Morning,UD4H,Light Rain,59,1,1,B,Female,25-44,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
97,2018_Seattle_Citywide,TUJ1,2018-08-03 12:25:00,2018-08-03 12:45:00,Weekday,Midday,UD4H,Sun-Exposed,67,1,2,B,Female,25-44,,,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
98,2018_Seattle_Citywide,TUJ1,2018-08-03 12:25:00,2018-08-03 12:45:00,Weekday,Midday,UD4H,Sun-Exposed,67,1,2,W,Female,25-44,,,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
99,2018_Seattle_Citywide,TUJ1,2018-08-03 12:25:00,2018-08-03 12:45:00,Weekday,Midday,UD4H,Sun-Exposed,67,1,1,W,Male,25-44,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
100,2018_Seattle_Citywide,TUJ1,2018-08-03 12:25:00,2018-08-03 12:45:00,Weekday,Midday,UD4H,Sun-Exposed,67,1,1,W,Female,65+,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
101,2018_Seattle_Citywide,TUJ1,2018-08-03 12:25:00,2018-08-03 12:45:00,Weekday,Midday,UD4H,Sun-Exposed,67,1,1,W,Male,25-44,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
102,2018_Seattle_Citywide,TUJ1,2018-08-03 16:27:00,2018-08-03 16:47:00,Weekday,Evening,UD4H,Sun-Shaded,74,1,1,W,Female,15-24,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,3
103,2018_Seattle_Citywide,TUJ1,2018-08-04 12:38:00,2018-08-04 12:58:00,Weekend,Midday,UD4H,Sun-Exposed,69,1,1,W,Female,45-64,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
104,2018_Seattle_Citywide,TUJ1,2018-08-04 12:38:00,2018-08-04 12:58:00,Weekend,Midday,UD4H,Sun-Exposed,69,1,1,W,Male,25-44,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
105,2018_Seattle_Citywide,TUJ1,2018-08-04 12:38:00,2018-08-04 12:58:00,Weekend,Midday,UD4H,Sun-Exposed,69,1,1,W,Female,15-24,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
106,2018_Seattle_Citywide,TUJ1,2018-08-04 12:38:00,2018-08-04 12:58:00,Weekend,Midday,UD4H,Sun-Exposed,69,1,1,W,Male,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
107,2018_Seattle_Citywide,TUJ1,2018-08-04 12:38:00,2018-08-04 12:58:00,Weekend,Midday,UD4H,Sun-Exposed,69,1,1,W,Female,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
108,2018_Seattle_Citywide,TUJ1,2018-08-04 12:38:00,2018-08-04 12:58:00,Weekend,Midday,UD4H,Sun-Exposed,69,1,2,W,Female,65+,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
109,2018_Seattle_Citywide,TUJ1,2018-08-04 12:38:00,2018-08-04 12:58:00,Weekend,Midday,UD4H,Sun-Exposed,69,1,2,W,Female,65+,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
110,2018_Seattle_Citywide,TUJ1,2018-08-04 16:08:00,2018-08-04 16:28:00,Weekend,Evening,UD4H,Sun-Shaded,76,1,1,W,Female,15-24,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
111,2018_Seattle_Citywide,TUJ1,2018-08-04 16:08:00,2018-08-04 16:28:00,Weekend,Evening,UD4H,Sun-Shaded,76,1,1,W,Female,45-64,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
112,2018_Seattle_Citywide,TUJ1,2018-08-04 16:08:00,2018-08-04 16:28:00,Weekend,Evening,UD4H,Sun-Shaded,76,1,1,W,Male,25-44,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,4
113,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,45-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
114,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
115,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Female,25-44,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
116,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,25-44,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
117,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,25-44,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
118,2018_Seattle_Citywide,BLV1,2018-08-23 12:26:00,2018-08-23 12:46:00,Weekday,Midday,UD4H,Heavy Clouds,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,23
119,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
120,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
121,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Female,45-64,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
122,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
123,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,45-64,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
124,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,2,W,Female,25-44,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
125,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,2,W,Male,25-44,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
126,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,A,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
127,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,B,Male,25-44,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
128,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
129,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
130,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
131,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Female,65+,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
132,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,B,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
133,2018_Seattle_Citywide,CAP1,2018-07-26 08:30:00,2018-07-26 08:50:00,Weekday,Morning,UD4H,Sun-Shaded,70,1,1,W,Male,25-44,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
134,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,2,W,Male,25-44,,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
135,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Male,45-64,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
136,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Male,65+,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
137,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Male,45-64,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
138,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Male,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
139,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Female,45-64,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
140,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Male,25-44,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
141,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
142,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Male,25-44,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
143,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
144,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Female,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
145,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
146,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Male,45-64,,,,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
147,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Male,25-44,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
148,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,A,Male,45-64,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
149,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,A,Male,45-64,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
150,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
151,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Male,45-64,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
152,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,2,N,Female,25-44,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
153,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,U,Female,25-44,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
154,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
155,2018_Seattle_Citywide,CAP1,2018-07-26 12:25:00,2018-07-26 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,77,1,1,B,Female,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
156,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,2,W,Female,65+,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
157,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,L,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
158,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
159,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,W,Female,45-64,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
160,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,2,B,Male,25-44,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
161,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,2,W,Male,45-64,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
162,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,L,Female,45-64,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
163,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,A,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
164,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,A,Male,45-64,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
165,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,2,W,Female,45-64,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
166,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
167,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,B,Male,45-64,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
168,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,U,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
169,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,2,W,Female,25-44,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
170,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,2,W,Male,45-64,,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
171,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,W,Male,45-64,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
172,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
173,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,W,Male,45-64,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
174,2018_Seattle_Citywide,CAP1,2018-07-26 16:31:00,2018-07-26 16:51:00,Weekday,Evening,UD4H,Sun-Shaded,86,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,26
